Time,Record Num,Azimuth,Pitch,Roll,AccelX,AccelY,AccelZ,AccelMag,InstantSpeed,StartQuit,Label
7/27/17 15:04,0,-2.558731,1.1517329,2.7096019,-0.92930936,-0.9412804,7.446566,7.563132279,0.260797665,,no label provided
7/27/17 15:04,1,-2.558731,1.1517329,2.7096019,-0.743447488,-0.75302432,5.9572528,6.050505823,0.208638132,,no label provided
7/27/17 15:04,2,-2.558731,1.1517329,2.7096019,-0.59475799,-0.602419456,4.76580224,4.840404659,0.166910505,,no label provided
7/27/17 15:04,3,-2.558731,1.1517329,2.7096019,-0.475806392,-0.481935565,3.812641792,3.872323727,0.133528404,,no label provided
7/27/17 15:04,4,-2.558731,1.1517329,2.7096019,-0.380645114,-0.385548452,3.050113434,3.097858981,0.106822723,,no label provided
7/27/17 15:04,5,-2.558731,1.1517329,2.7096019,-0.304516091,-0.308438761,2.440090747,2.478287185,0.085458179,,no label provided
7/27/17 15:04,6,-2.0883043,1.3399801,2.9055467,-0.243612873,-0.246751009,1.952072598,1.982629748,0.068366543,,no label provided
7/27/17 15:04,7,-2.0883043,1.3399801,2.9055467,0.509962662,-0.580473047,1.668918478,1.839102977,0.063417344,,no label provided
7/27/17 15:04,8,-2.1009037,1.3458078,2.9183333,0.407970129,-0.464378438,1.335134782,1.471282382,0.050733875,,no label provided
7/27/17 15:04,9,-2.1009037,1.3458078,2.9183333,0.397244455,-0.25083499,0.957016626,1.066115459,0.036762602,,no label provided
7/27/17 15:04,10,-2.1285048,1.354653,2.954113,0.317795564,-0.200667992,0.765613301,0.852892367,0.029410082,,no label provided
7/27/17 15:04,11,-2.1285048,1.354653,2.954113,0.123991876,0.212961046,0.635475041,0.681582658,0.02350285,,no label provided
7/27/17 15:04,12,-2.1442738,1.363694,2.97871,0.0991935,0.170368837,0.508380032,0.545266126,0.01880228,,no label provided
7/27/17 15:04,13,-2.1442738,1.363694,2.97871,0.029555408,0.07691883,0.510133226,0.516745524,0.017818811,,no label provided
7/27/17 15:04,14,-2.1585524,1.3715705,2.9937398,0.023644327,0.061535064,0.408106581,0.413396419,0.014255049,,no label provided
7/27/17 15:04,15,-2.1585524,1.3715705,2.9937398,-0.067275803,0.039651251,0.462476465,0.469023172,0.016173213,,no label provided
7/27/17 15:04,16,-2.1601412,1.3755262,2.9921067,-0.053820642,0.031721001,0.369981172,0.375218537,0.01293857,,no label provided
7/27/17 15:04,17,-2.1601412,1.3755262,2.9921067,0.136987462,-0.014845759,0.140840137,0.197032753,0.006794233,,no label provided
7/27/17 15:04,18,-2.1755772,1.382706,2.996059,0.10958997,-0.011876608,0.11267211,0.157626202,0.005435386,,no label provided
7/27/17 15:04,19,-2.1755772,1.382706,2.996059,0.380722272,-0.222106326,-0.160774312,0.469179121,0.01617859,,no label provided
7/27/17 15:04,20,-2.2292674,1.3825088,3.0341082,0.304577817,-0.177685061,-0.12861945,0.375343297,0.012942872,,no label provided
7/27/17 15:04,21,-2.2292674,1.3825088,3.0341082,0.295377014,-0.377737569,-0.05118036,0.482237162,0.016628868,,no label provided
7/27/17 15:04,22,-2.2741756,1.3732046,3.0688462,0.236301611,-0.302190055,-0.040944288,0.38578973,0.013303094,,no label provided
7/27/17 15:04,23,-2.2741756,1.3732046,3.0688462,0.076034962,-0.266651724,0.30817817,0.414557887,0.0142951,,no label provided
7/27/17 15:04,24,-2.2660215,1.3700187,3.060589,0.060827969,-0.213321379,0.246542536,0.33164631,0.01143608,,no label provided
7/27/17 15:04,25,-2.2660215,1.3700187,3.060589,-0.328663817,-0.174487823,0.201064429,0.42295722,0.014584732,,no label provided
7/27/17 15:04,26,-2.230138,1.3678287,3.035193,-0.262931054,-0.139590259,0.160851543,0.338365776,0.011667785,,no label provided
7/27/17 15:04,27,-2.230138,1.3678287,3.035193,-0.177783675,0.181378113,-0.271629166,0.371870217,0.012823111,,no label provided
7/27/17 15:04,28,-2.1921124,1.3710053,3.0183156,-0.14222694,0.14510249,-0.217303333,0.297496174,0.010258489,,no label provided
7/27/17 15:04,29,-2.1921124,1.3710053,3.0183156,-0.15591952,0.267395432,0.096223734,0.32414537,0.011177427,,no label provided
7/27/17 15:04,30,-2.126948,1.3751417,2.9740794,-0.124735616,0.213916346,0.076978987,0.259316296,0.008941941,,no label provided
7/27/17 15:04,31,-2.126948,1.3751417,2.9740794,-0.084465589,0.012158197,0.20523519,0.222269522,0.007664466,,no label provided
7/27/17 15:04,32,-2.0926282,1.3763586,2.9471343,-0.067572471,0.009726557,0.164188152,0.177815618,0.006131573,,no label provided
7/27/17 15:04,33,-2.0926282,1.3763586,2.9471343,-0.004258593,0.030765566,0.001105721,0.031078582,0.001071675,,no label provided
7/27/17 15:04,34,-2.064981,1.378765,2.9262998,-0.003406874,0.024612453,0.000884577,0.024862866,0.00085734,,no label provided
7/27/17 15:04,35,-2.064981,1.378765,2.9262998,-0.113816459,-0.049263078,-0.171674738,0.211785866,0.007302961,,no label provided
7/27/17 15:04,36,-2.0743105,1.3730962,2.9321392,-0.091053168,-0.039410462,-0.137339791,0.169428693,0.005842369,,no label provided
7/27/17 15:04,37,-2.0743105,1.3730962,2.9321392,0.057402026,-0.15411149,-0.123279032,0.205531175,0.007087282,,no label provided
7/27/17 15:04,38,-2.0993166,1.3633822,2.949641,0.045921621,-0.123289192,-0.098623226,0.16442494,0.005669826,,no label provided
7/27/17 15:04,39,-2.0993166,1.3633822,2.949641,0.057806273,-0.121615673,0.026445419,0.137227174,0.004731972,,no label provided
7/27/17 15:04,40,-2.1044767,1.3590797,2.9523115,0.046245018,-0.097292539,0.021156335,0.109781739,0.003785577,,no label provided
7/27/17 15:04,41,-2.1044767,1.3590797,2.9523115,0.042742094,-0.152533151,-0.036704532,0.162605263,0.005607078,,no label provided
7/27/17 15:04,42,-2.102776,1.3506005,2.9492414,0.034193676,-0.122026521,-0.029363625,0.13008421,0.004485662,,no label provided
7/27/17 15:04,43,-2.102776,1.3506005,2.9492414,0.354881744,-0.162743537,0.0416315,0.392631752,0.013539026,,no label provided
7/27/17 15:04,44,-2.1094933,1.3474834,2.9554489,0.283905396,-0.130194829,0.0333052,0.314105402,0.010831221,,no label provided
7/27/17 15:04,45,-2.1094933,1.3474834,2.9554489,-0.372383784,-0.090748343,0.11283536,0.399545695,0.013777438,,no label provided
7/27/17 15:04,46,-2.1020062,1.3439981,2.9451008,-0.297907027,-0.072598675,0.090268288,0.319636556,0.01102195,,no label provided
7/27/17 15:04,47,-2.1020062,1.3439981,2.9451008,-0.540952741,-0.0082795,0.04731463,0.543081111,0.018726935,,no label provided
7/27/17 15:04,48,-2.0895407,1.3433259,2.9296072,-0.432762193,-0.0066236,0.037851704,0.434464889,0.014981548,,no label provided
7/27/17 15:04,49,-2.0895407,1.3433259,2.9296072,0.101984805,-0.23514232,-0.122947437,0.284269033,0.00980238,,no label provided
7/27/17 15:04,50,-2.1019344,1.3385421,2.9299133,0.081587844,-0.188113856,-0.098357949,0.227415227,0.007841904,,no label provided
7/27/17 15:04,51,-2.1019344,1.3385421,2.9299133,0.285536859,-0.343942605,0.030489641,0.44805963,0.015450332,,no label provided
7/27/17 15:04,52,-2.1237483,1.3322111,2.9413252,0.228429488,-0.275154084,0.024391712,0.358447704,0.012360266,,no label provided
7/27/17 15:04,53,-2.1237483,1.3322111,2.9413252,0.083144782,-0.064978947,0.10187337,0.146674817,0.005057752,,no label provided
7/27/17 15:04,54,-2.1322474,1.3325238,2.9478707,0.066515826,-0.051983158,0.081498696,0.117339853,0.004046202,,no label provided
7/27/17 15:04,55,-2.1322474,1.3325238,2.9478707,0.051297309,-0.089470526,0.001992557,0.103152117,0.00355697,,no label provided
7/27/17 15:04,56,-2.140735,1.3328156,2.956677,0.041037847,-0.071576421,0.001594045,0.082521693,0.002845576,,no label provided
7/27/17 15:04,57,-2.140735,1.3328156,2.956677,0.092206493,-0.055345777,-0.067677564,0.127064728,0.004381542,,no label provided
7/27/17 15:04,58,-2.1687248,1.329283,2.9850435,0.073765195,-0.044276621,-0.054142051,0.101651782,0.003505234,,no label provided
7/27/17 15:04,59,-2.1687248,1.329283,2.9850435,-0.019517684,-0.054574897,0.025639159,0.063377645,0.002185436,,no label provided
7/27/17 15:04,60,-2.181716,1.3246063,2.9999993,-0.015614147,-0.043659918,0.020511327,0.050702116,0.001748349,,no label provided
7/27/17 15:04,61,-2.181716,1.3246063,2.9999993,-0.045052454,0.009125346,0.054716262,0.071462332,0.002464218,,no label provided
7/27/17 15:04,62,-2.1796496,1.3233106,3.0035303,-0.036041963,0.007300277,0.04377301,0.057169865,0.001971375,,no label provided
7/27/17 15:04,63,-2.1796496,1.3233106,3.0035303,-0.013510674,0.024993821,-0.028188792,0.040022961,0.001380102,,no label provided
7/27/17 15:04,64,-2.177276,1.3238629,3.004629,-0.01080854,0.019995057,-0.022551034,0.032018369,0.001104082,,no label provided
7/27/17 15:04,65,-2.177276,1.3238629,3.004629,-0.085261312,0.031318926,-0.121470427,0.151675413,0.005230187,,no label provided
7/27/17 15:04,66,-2.1759236,1.3258502,3.0098433,-0.068209049,0.025055141,-0.097176342,0.121340331,0.004184149,,no label provided
7/27/17 15:04,67,-2.1759236,1.3258502,3.0098433,0.135053561,-0.071893088,-0.165847473,0.225640122,0.007780694,,no label provided
7/27/17 15:04,68,-2.1810594,1.3259373,3.01743,0.108042848,-0.05751447,-0.132677979,0.180512098,0.006224555,,no label provided
7/27/17 15:04,69,-2.1810594,1.3259373,3.01743,-0.001672337,-0.015365896,-0.096565583,0.097794781,0.003372234,,no label provided
7/27/17 15:04,70,-2.1781087,1.324664,3.0143888,-0.00133787,-0.012292717,-0.077252466,0.078235825,0.002697787,,no label provided
7/27/17 15:04,71,-2.1781087,1.324664,3.0143888,0.002760424,-0.103686973,0.005235627,0.103855766,0.003581233,,no label provided
7/27/17 15:04,72,-2.1768541,1.322911,3.0129187,0.002208339,-0.082949579,0.004188502,0.083084613,0.002864987,,no label provided
7/27/17 15:04,73,-2.1768541,1.322911,3.0129187,0.003682031,-0.033798303,0.064642001,0.073037463,0.002518533,,no label provided
7/27/17 15:04,74,-2.169637,1.3195506,3.0069351,0.002945625,-0.027038642,0.051713601,0.05842997,0.002014827,,no label provided
7/27/17 15:04,75,-2.169637,1.3195506,3.0069351,-0.04169682,0.122021006,0.119901281,0.17607972,0.006071714,,no label provided
7/27/17 15:04,76,-2.1546657,1.3220786,2.9977596,-0.033357456,0.097616805,0.095921025,0.140863776,0.004857372,,no label provided
7/27/17 15:04,77,-2.1546657,1.3220786,2.9977596,-0.011363069,0.007225124,0.09972082,0.10062586,0.003469857,,no label provided
7/27/17 15:04,78,-2.1457887,1.3254291,2.9932084,-0.009090455,0.005780099,0.079776656,0.080500688,0.002775886,,no label provided
