Time,Record No,Azimuth,Pitch,Roll,Accel-X,Accel-Y,Accel-Z,Start/Quit,Label
15:22:59,36,3.0731032,0.9329428,-3.1371658,0.473603,-6.0320415,7.558046,,select pause 1
15:22:59,37,3.0731032,0.9329428,-3.1371658,0.28685528,-6.1541457,7.6729674,,select pause 1
15:22:59,38,3.0804162,0.92111737,3.1399002,0.28685528,-6.1541457,7.6729674,,select pause 1
15:22:59,39,3.0804162,0.92111737,3.1399002,-0.20635025,-5.883601,7.512556,,select pause 1
15:22:59,40,3.0900238,0.92011094,3.1358566,-0.20635025,-5.883601,7.512556,,select pause 1
15:22:59,41,3.0900238,0.92011094,3.1358566,-0.16325463,-5.8644476,7.7711296,,select pause 1
15:22:59,42,3.1124837,0.9128585,3.126842,-0.16325463,-5.8644476,7.7711296,,select pause 1
15:22:59,43,3.1124837,0.9128585,3.126842,-0.25423428,-5.574749,7.6490254,,select pause 1
15:22:59,44,3.1413891,0.9124796,3.1119323,-0.25423428,-5.574749,7.6490254,,select pause 1
15:22:59,45,3.1413891,0.9124796,3.1119323,-0.2829647,-5.5939026,7.438336,,select pause 1
15:22:59,46,-3.114291,0.91248083,3.0955215,-0.2829647,-5.5939026,7.438336,,select pause 1
15:22:59,47,-3.114291,0.91248083,3.0955215,-0.55829793,-5.976975,7.5891705,,select pause 1
15:22:59,48,-3.0956182,0.9095511,3.0811954,-0.55829793,-5.976975,7.5891705,,select pause 1
15:22:59,49,-3.0956182,0.9095511,3.0811954,-0.6061819,-5.931485,7.7926774,,select pause 1
15:22:59,50,-3.0557134,0.90815145,3.0472903,-0.6061819,-5.931485,7.7926774,,select pause 1
15:22:59,51,-3.0557134,0.90815145,3.0472903,-0.713921,-6.024859,7.8812633,,select pause 1
15:22:59,52,-3.0308893,0.9011833,3.0222943,-0.713921,-6.024859,7.8812633,,select pause 1
15:22:59,53,-3.0308893,0.9011833,3.0222943,-0.6085761,-5.8381114,7.658602,,select pause 1
15:22:59,54,-3.0173247,0.89686865,3.005942,-0.6085761,-5.8381114,7.658602,,select pause 1
15:22:59,55,-3.0173247,0.89686865,3.005942,-0.76419926,-6.1158385,7.689727,,select pause 1
15:22:59,56,-3.0143304,0.89443594,3.0008402,-0.76419926,-6.1158385,7.689727,,select pause 1
15:22:59,57,-3.0143304,0.89443594,3.0008402,-0.77617025,-6.0823197,7.6035357,,select pause 1
15:22:59,58,-3.01847,0.8914409,2.9989524,-0.77617025,-6.0823197,7.6035357,,select pause 1
15:22:59,59,-3.01847,0.8914409,2.9989524,-0.8096891,-6.1373863,7.629872,,select pause 1
15:22:59,60,-3.0301518,0.8869121,3.0053055,-0.8096891,-6.1373863,7.629872,,select pause 1
15:22:59,61,-3.0301518,0.8869121,3.0053055,-0.88151515,-6.1302037,7.5676227,,select pause 1
15:22:59,62,-3.045041,0.885536,3.0166893,-0.88151515,-6.1302037,7.5676227,,select pause 1
15:23:00,63,-3.045041,0.885536,3.0166893,-0.8240543,-6.0320415,7.4550953,,select pause 1
15:23:00,64,-3.0543258,0.88364834,3.0236628,-0.8240543,-6.0320415,7.4550953,,select pause 1
15:23:00,65,-3.0543258,0.88364834,3.0236628,-0.75462246,-5.902755,7.4119997,,select pause 1
15:23:00,66,-3.070614,0.88214207,3.0355976,-0.75462246,-5.902755,7.4119997,,select pause 1
15:23:00,67,-3.070614,0.88214207,3.0355976,-0.7187094,-5.976975,7.4311533,,select pause 1
15:23:00,68,-3.0791147,0.88131964,3.040623,-0.7187094,-5.976975,7.4311533,,select pause 1
15:23:00,69,-3.0791147,0.88131964,3.040623,-0.75701666,-6.1062617,7.5149503,,select pause 1
15:23:00,70,-3.07858,0.8835387,3.0391955,-0.75701666,-6.1062617,7.5149503,,select pause 1
15:23:00,71,-3.07858,0.8835387,3.0391955,-0.5487211,-5.8429,7.4239707,,select pause 1
15:23:00,72,-3.0764065,0.8851529,3.0377142,-0.5487211,-5.8429,7.4239707,,select pause 1
15:23:00,73,-3.0764065,0.8851529,3.0377142,-0.630124,-5.7471313,7.4000287,,select pause 1
15:23:00,74,-3.0737169,0.8835686,3.0323231,-0.630124,-5.7471313,7.4000287,,select pause 1
15:23:00,75,-3.0737169,0.8835686,3.0323231,-0.7330746,-6.024859,7.4694605,,select pause 1
15:23:00,76,-3.077309,0.87693906,3.0281076,-0.7330746,-6.024859,7.4694605,,select pause 1
15:23:00,77,-3.077309,0.87693906,3.0281076,-0.8360253,-6.146963,7.5987473,,select pause 1
15:23:00,78,-3.0813303,0.8726792,3.0253985,-0.8360253,-6.146963,7.5987473,,select pause 1
15:23:00,79,-3.0813303,0.8726792,3.0253985,-0.7163152,-6.146963,7.48622,,select pause 1
15:23:00,80,-3.0824654,0.87051135,3.0247886,-0.7163152,-6.146963,7.48622,,select pause 1
15:23:00,81,-3.0824654,0.87051135,3.0247886,-0.75222826,-6.2116065,7.5436807,,select pause 1
15:23:00,82,-3.0862274,0.8712182,3.0247889,-0.75222826,-6.2116065,7.5436807,,select pause 1
15:23:00,83,-3.0862274,0.8712182,3.0247889,-0.8001123,-6.1278095,7.512556,,select pause 1
15:23:00,84,-3.0948126,0.8685791,3.028044,-0.8001123,-6.1278095,7.512556,,select pause 1
15:23:00,85,-3.0948126,0.8685791,3.028044,-0.74504566,-6.0320415,7.428759,,select pause 1
15:23:00,86,-3.1059322,0.86696124,3.0349472,-0.74504566,-6.0320415,7.428759,,select pause 1
15:23:00,87,-3.1059322,0.86696124,3.0349472,-0.6037877,-6.278644,7.512556,,select pause 1
15:23:00,88,-3.1115038,0.8665342,3.0395694,-0.6037877,-6.278644,7.512556,,select pause 1
15:23:00,89,-3.1115038,0.8665342,3.0395694,-0.56069213,-6.1852703,7.4000287,,select pause 1
15:23:00,90,-3.118104,0.86746633,3.048069,-0.56069213,-6.1852703,7.4000287,,select pause 1
15:23:00,91,-3.118104,0.86746633,3.048069,-0.37155017,-6.134992,7.289895,,select pause 1
15:23:01,92,-3.1279259,0.86507803,3.0630336,-0.37155017,-6.134992,7.289895,,select pause 1
15:23:01,93,-3.1279259,0.86507803,3.0630336,-0.37155017,-6.0655603,7.342568,,select pause 1
15:23:01,94,-3.1364787,0.8629678,3.0741332,-0.37155017,-6.0655603,7.342568,,select pause 1
15:23:01,95,-3.1364787,0.8629678,3.0741332,-0.5750573,-6.2092123,7.5556517,,select pause 1
15:23:01,96,-3.1392133,0.8634552,3.079021,-0.5750573,-6.2092123,7.5556517,,select pause 1
15:23:01,97,-3.1392133,0.8634552,3.079021,-0.2757821,-5.799804,7.2683473,,select pause 1
15:23:01,98,3.1381001,0.8659305,3.092565,-0.2757821,-5.799804,7.2683473,,select pause 1
15:23:01,99,3.1381001,0.8659305,3.092565,-0.19916765,-5.572355,7.0432925,,select pause 1
15:23:01,100,3.1369731,0.86482507,3.0955682,-0.19916765,-5.572355,7.0432925,,select pause 1
15:23:01,101,3.1369731,0.86482507,3.0955682,-0.8001123,-6.56116,7.572411,,select pause 1
15:23:01,102,-3.1309848,0.86469096,3.0747762,-0.8001123,-6.56116,7.572411,,select pause 1
15:23:01,103,-3.1309848,0.86469096,3.0747762,-0.64209497,-6.3384995,7.608324,,select pause 1
15:23:01,104,-3.123757,0.86653525,3.0667539,-0.64209497,-6.3384995,7.608324,,select pause 1
15:23:01,105,-3.123757,0.86653525,3.0667539,-0.440982,-6.060772,7.5197387,,select pause 1
15:23:01,106,-3.119969,0.86396414,3.0615075,-0.440982,-6.060772,7.5197387,,select pause 1
15:23:01,107,-3.119969,0.86396414,3.0615075,-0.20635025,-6.168511,7.5676227,,select pause 1
15:23:01,108,-3.1246371,0.86318964,3.064442,-0.20635025,-6.168511,7.5676227,,select pause 1
15:23:01,109,-3.1246371,0.86318964,3.064442,-0.115370594,-6.1062617,7.840562,,select pause 1
15:23:01,110,-3.1273549,0.86804205,3.0676692,-0.115370594,-6.1062617,7.840562,,select pause 1
15:23:01,111,-3.1273549,0.86804205,3.0676692,-0.33803135,-5.988946,7.802254,,select pause 1
15:23:01,112,-3.124632,0.8777366,3.0688493,-0.33803135,-5.988946,7.802254,,select pause 1
15:23:01,113,-3.124632,0.8777366,3.0688493,-0.36197338,-6.0320415,7.5412865,,select pause 1
15:23:01,114,-3.1235597,0.8924949,3.0741065,-0.36197338,-6.0320415,7.5412865,,select forward
15:23:01,115,-3.1235597,0.8924949,3.0741065,0.6028899,-6.266673,7.656208,,select forward
15:23:01,116,-3.1324742,0.89924824,3.089481,0.6028899,-6.266673,7.656208,,select forward
15:23:01,117,-3.1324742,0.89924824,3.089481,2.1399674,-6.5324297,8.118289,,select forward
15:23:01,118,3.114729,0.8691204,-3.1160612,2.1399674,-6.5324297,8.118289,,select forward
15:23:01,119,3.114729,0.8691204,-3.1160612,5.4511485,-8.64651,9.219622,,select forward
15:23:01,120,3.0886664,0.8348083,-3.0434604,5.4511485,-8.64651,9.219622,,select forward
15:23:02,121,3.0886664,0.8348083,-3.0434604,4.9172416,-10.207529,9.454253,,select forward
15:23:02,122,3.0464258,0.78991383,-2.881363,4.9172416,-10.207529,9.454253,,select forward
15:23:02,123,3.0464258,0.78991383,-2.881363,2.0609589,-4.906767,6.2148986,,select forward
15:23:02,124,2.9765594,0.87536293,-2.7431252,2.0609589,-4.906767,6.2148986,,select forward
15:23:02,125,2.9765594,0.87536293,-2.7431252,-0.76419926,-5.2754736,5.709722,,select forward
15:23:02,126,3.0864003,0.9424151,-2.8868618,-0.76419926,-5.2754736,5.709722,,select forward
15:23:02,127,3.0864003,0.9424151,-2.8868618,-5.3778257,-5.4717984,6.8517566,,select forward
15:23:02,128,-3.0900228,0.96836597,-3.0352926,-5.3778257,-5.4717984,6.8517566,,select forward
15:23:02,129,-3.0900228,0.96836597,-3.0352926,-4.712238,-3.5253124,6.571635,,select forward
15:23:02,130,-2.9012558,1.0141203,2.97494,-4.712238,-3.5253124,6.571635,,select forward
15:23:02,131,-2.9012558,1.0141203,2.97494,-3.359514,-2.8788779,7.0408983,,select forward
15:23:02,132,-2.7592123,1.046433,2.757822,-3.359514,-2.8788779,7.0408983,,select forward
15:23:02,133,-2.7592123,1.046433,2.757822,-3.4265516,-2.6753707,6.7368345,,select forward
15:23:02,134,-2.657547,1.0670837,2.6037812,-3.4265516,-2.6753707,6.7368345,,select forward
15:23:02,135,-2.657547,1.0670837,2.6037812,-2.4521115,-2.974646,8.182933,,select forward
15:23:02,136,-2.6339927,1.0702031,2.5708892,-2.4521115,-2.974646,8.182933,,select forward
15:23:02,137,-2.6339927,1.0702031,2.5708892,-2.5957634,-3.5492544,8.961048,,select forward
15:23:02,138,-2.6151261,1.0640476,2.538756,-2.5957634,-3.5492544,8.961048,,select forward
15:23:02,139,-2.6151261,1.0640476,2.538756,-2.602946,-4.375254,8.704868,,select forward
15:23:02,140,-2.6301346,1.0566196,2.5475311,-2.602946,-4.375254,8.704868,,select forward
15:23:02,141,-2.6301346,1.0566196,2.5475311,-2.294094,-3.6545992,8.343344,,select forward
15:23:02,142,-2.6377144,1.0590789,2.552265,-2.294094,-3.6545992,8.343344,,select forward
15:23:02,143,-2.6377144,1.0590789,2.552265,-2.5239375,-4.82297,8.762329,,select forward
15:23:02,144,-2.6531873,1.048373,2.5632846,-2.5239375,-4.82297,8.762329,,select forward
15:23:02,145,-2.6531873,1.048373,2.5632846,-2.5598505,-4.078373,8.317008,,select forward
15:23:02,146,-2.6435335,1.053001,2.546322,-2.5598505,-4.078373,8.317008,,select forward
15:23:02,147,-2.6435335,1.053001,2.546322,-2.3898623,-3.913173,8.182933,,select forward
15:23:02,148,-2.658775,1.0478953,2.564913,-2.3898623,-3.913173,8.182933,,select forward
15:23:03,149,-2.658775,1.0478953,2.564913,-2.2964883,-3.7120602,8.283489,,select forward
15:23:03,150,-2.6627476,1.0509032,2.5749295,-2.2964883,-3.7120602,8.283489,,select forward
15:23:03,151,-2.6627476,1.0509032,2.5749295,-2.5406969,-3.709666,8.465448,,select forward
15:23:03,152,-2.6591797,1.0533555,2.5709476,-2.5406969,-3.709666,8.465448,,select forward
15:23:03,153,-2.6591797,1.0533555,2.5709476,-2.5287259,-3.8030398,8.587553,,select pause 2
15:23:03,154,-2.655564,1.055974,2.5664158,-2.5287259,-3.8030398,8.587553,,select pause 2
15:23:03,155,-2.655564,1.055974,2.5664158,-2.420987,-3.6569934,8.482207,,select pause 2
15:23:03,156,-2.6488183,1.0639399,2.555219,-2.420987,-3.6569934,8.482207,,select pause 2
15:23:03,157,-2.6488183,1.0639399,2.555219,-2.5143607,-3.5277066,8.439112,,select pause 2
15:23:03,158,-2.6343553,1.0776316,2.5341759,-2.5143607,-3.5277066,8.439112,,select pause 2
15:23:03,159,-2.6343553,1.0776316,2.5341759,-2.4281695,-3.5899558,8.527698,,select pause 2
15:23:03,160,-2.6340063,1.0806268,2.5321004,-2.4281695,-3.5899558,8.527698,,select pause 2
15:23:03,161,-2.6340063,1.0806268,2.5321004,-2.4066217,-3.5013704,8.321796,,select pause 2
15:23:03,162,-2.6435497,1.0809019,2.5396318,-2.4066217,-3.5013704,8.321796,,select pause 2
15:23:03,163,-2.6435497,1.0809019,2.5396318,-2.41141,-3.4798226,8.115895,,select pause 2
15:23:03,164,-2.6452765,1.080006,2.5402443,-2.41141,-3.4798226,8.115895,,select pause 2
15:23:03,165,-2.6452765,1.080006,2.5402443,-2.5215433,-3.7383964,8.228422,,select pause 2
15:23:03,166,-2.6369057,1.0783317,2.5325449,-2.5215433,-3.7383964,8.228422,,select pause 2
15:23:03,167,-2.6369057,1.0783317,2.5325449,-2.5813982,-3.7767036,8.724022,,select pause 2
15:23:03,168,-2.6332948,1.0744298,2.5262654,-2.5813982,-3.7767036,8.724022,,select pause 2
15:23:03,169,-2.6332948,1.0744298,2.5262654,-2.5766098,-3.901202,8.661773,,select pause 2
15:23:03,170,-2.6282997,1.0645194,2.5121374,-2.5766098,-3.901202,8.661773,,select pause 2
15:23:03,171,-2.6282997,1.0645194,2.5121374,-2.7011085,-3.5348892,8.506149,,select pause 2
15:23:03,172,-2.6210515,1.0662706,2.5058312,-2.7011085,-3.5348892,8.506149,,select pause 2
15:23:03,173,-2.6210515,1.0662706,2.5058312,-2.7298388,-3.4798226,8.831761,,select pause 2
15:23:03,174,-2.627298,1.0672007,2.5116813,-2.7298388,-3.4798226,8.831761,,select pause 2
15:23:03,175,-2.627298,1.0672007,2.5116813,-2.839972,-3.7743094,8.566005,,select pause 2
15:23:03,176,-2.6358426,1.0659869,2.516893,-2.839972,-3.7743094,8.566005,,select pause 2
15:23:04,177,-2.6358426,1.0659869,2.516893,-2.6412535,-3.7551558,8.470237,,select pause 2
15:23:04,178,-2.6523888,1.0672177,2.532542,-2.6412535,-3.7551558,8.470237,,select pause 2
15:23:04,179,-2.6523888,1.0672177,2.532542,-2.543091,-3.6905122,8.34095,,select pause 2
15:23:04,180,-2.6754906,1.0609437,2.5543768,-2.543091,-3.6905122,8.34095,,select pause 2
15:23:04,181,-2.6754906,1.0609437,2.5543768,-2.590975,-3.8365586,8.343344,,select pause 2
15:23:04,182,-2.6784623,1.068861,2.5600293,-2.590975,-3.8365586,8.343344,,select pause 2
15:23:04,183,-2.6784623,1.068861,2.5600293,-2.4640825,-3.496582,7.972243,,select pause 2
15:23:04,184,-2.6750438,1.074305,2.55868,-2.4640825,-3.496582,7.972243,,select pause 2
15:23:04,185,-2.6750438,1.074305,2.55868,-2.4616883,-3.5157356,8.257153,,select pause 2
15:23:04,186,-2.6707566,1.0772784,2.5574307,-2.4616883,-3.5157356,8.257153,,select pause 2
15:23:04,187,-2.6707566,1.0772784,2.5574307,-2.507178,-3.4175732,8.398411,,select pause 2
15:23:04,188,-2.6605957,1.077728,2.5479698,-2.507178,-3.4175732,8.398411,,select pause 2
15:23:04,189,-2.6605957,1.077728,2.5479698,-2.590975,-3.8676832,8.640225,,select pause 2
15:23:04,190,-2.652254,1.0755355,2.5382414,-2.590975,-3.8676832,8.640225,,select pause 2
15:23:04,191,-2.652254,1.0755355,2.5382414,-2.6628013,-3.8126166,8.633042,,select pause 2
15:23:04,192,-2.6524127,1.073272,2.5372639,-2.6628013,-3.8126166,8.633042,,select pause 2
15:23:04,193,-2.6524127,1.073272,2.5372639,-2.4784477,-3.6785412,8.690503,,select pause 2
15:23:04,194,-2.6570926,1.0728444,2.5427263,-2.4784477,-3.6785412,8.690503,,select pause 2
15:23:04,195,-2.6570926,1.0728444,2.5427263,-2.432958,-3.5708022,8.501361,,select pause 2
15:23:04,196,-2.6629987,1.0729698,2.5477817,-2.432958,-3.5708022,8.501361,,select pause 2
15:23:04,197,-2.6629987,1.0729698,2.5477817,-2.6628013,-3.7623384,8.48939,,select pause 2
15:23:04,198,-2.6679513,1.0753199,2.5519185,-2.6628013,-3.7623384,8.48939,,select pause 2
15:23:04,199,-2.6679513,1.0753199,2.5519185,-2.5718215,-3.6569934,8.453477,,select pause 2
15:23:04,200,-2.6721478,1.0749445,2.5565178,-2.5718215,-3.6569934,8.453477,,select pause 2
15:23:04,201,-2.6721478,1.0749445,2.5565178,-2.5406969,-3.6138978,8.259547,,select pause 2
15:23:04,202,-2.676334,1.0742385,2.5604105,-2.5406969,-3.6138978,8.259547,,select pause 2
15:23:04,203,-2.676334,1.0742385,2.5604105,-2.6508303,-3.8868368,8.537274,,select pause 2
15:23:04,204,-2.6762898,1.0719097,2.5594494,-2.6508303,-3.8868368,8.537274,,select pause 2
15:23:04,205,-2.6762898,1.0719097,2.5594494,-2.6675897,-3.5588312,8.278701,,select pause 2
15:23:04,206,-2.6590974,1.075884,2.5401719,-2.6675897,-3.5588312,8.278701,,select pause 2
15:23:05,207,-2.6590974,1.075884,2.5401719,-2.6460419,-3.709666,8.381651,,select pause 2
15:23:05,208,-2.665125,1.067812,2.5447507,-2.6460419,-3.709666,8.381651,,select pause 2
15:23:05,209,-2.665125,1.067812,2.5447507,-2.579004,-3.5109472,8.302643,,select pause 2
15:23:05,210,-2.6689396,1.0587385,2.5455797,-2.579004,-3.5109472,8.302643,,select pause 2
15:23:05,211,-2.6689396,1.0587385,2.5455797,-2.7753286,-4.092738,8.4439,,select pause 2
15:23:05,212,-2.6783586,1.0493147,2.5546854,-2.7753286,-4.092738,8.4439,,select pause 2
15:23:05,213,-2.6783586,1.0493147,2.5546854,-2.6651955,-3.7623384,8.4965725,,select pause 2
15:23:05,214,-2.6638966,1.0618718,2.5450406,-2.6651955,-3.7623384,8.4965725,,select pause 2
15:23:05,215,-2.6638966,1.0618718,2.5450406,-2.5454853,-3.8006456,8.419958,,select pause 2
15:23:05,216,-2.6710973,1.0588439,2.5540912,-2.5454853,-3.8006456,8.419958,,select pause 2
15:23:05,217,-2.6710973,1.0588439,2.5540912,-2.648436,-3.484611,8.29546,,select pause 2
15:23:05,218,-2.668821,1.0598624,2.553947,-2.648436,-3.484611,8.29546,,select pause 2
15:23:05,219,-2.668821,1.0598624,2.553947,-2.6987143,-3.6186862,8.336162,,select pause 2
15:23:05,220,-2.6653252,1.0601171,2.5526662,-2.6987143,-3.6186862,8.336162,,select pause 2
15:23:05,221,-2.6653252,1.0601171,2.5526662,-2.8519433,-3.7168486,8.223634,,select pause 2
15:23:05,222,-2.6605978,1.0584905,2.5490198,-2.8519433,-3.7168486,8.223634,,select pause 2
15:23:05,223,-2.6605978,1.0584905,2.5490198,-2.7298388,-3.6665702,8.29546,,select pause 2
15:23:05,224,-2.6573591,1.0578337,2.5461836,-2.7298388,-3.6665702,8.29546,,select pause 2
15:23:05,225,-2.6573591,1.0578337,2.5461836,-2.8926446,-3.9921818,8.451083,,select pause 2
15:23:05,226,-2.6562808,1.0544997,2.5482795,-2.8926446,-3.9921818,8.451083,,select pause 2
15:23:05,227,-2.6562808,1.0544997,2.5482795,-3.6037226,-3.6665702,7.9099936,,select back
15:23:05,228,-2.6455774,1.0535263,2.544327,-3.6037226,-3.6665702,7.9099936,,select back
15:23:05,229,-2.6455774,1.0535263,2.544327,-3.1799488,-3.8341644,7.6155066,,select back
15:23:05,230,-2.6770897,1.0323685,2.5970361,-3.1799488,-3.8341644,7.6155066,,select back
15:23:05,231,-2.6770897,1.0323685,2.5970361,-3.4696472,-4.174141,7.4239707,,select back
15:23:05,232,-2.6854436,1.0259508,2.6284955,-3.4696472,-4.174141,7.4239707,,select back
15:23:05,233,-2.6854436,1.0259508,2.6284955,-5.246145,-3.709666,7.2611647,,select back
15:23:05,234,-2.6671367,1.0311874,2.6639705,-5.246145,-3.709666,7.2611647,,select back
15:23:06,235,-2.6671367,1.0311874,2.6639705,-2.5095723,-3.4079964,9.585935,,select back
15:23:06,236,-2.685941,1.0593799,2.7343333,-2.5095723,-3.4079964,9.585935,,select back
15:23:06,237,-2.685941,1.0593799,2.7343333,-6.352266,-4.9714103,9.79423,,select back
15:23:06,238,-2.734234,1.135331,2.845845,-6.352266,-4.9714103,9.79423,,select back
15:23:06,239,-2.734234,1.135331,2.845845,-1.1185411,-3.3625066,11.14456,,select back
15:23:06,240,-2.8202736,1.1557174,2.9563227,-1.1185411,-3.3625066,11.14456,,select back
15:23:06,241,-2.8202736,1.1557174,2.9563227,1.9867384,-5.3736362,7.4239707,,select back
15:23:06,242,-3.0414472,1.1089598,-3.0766506,1.9867384,-5.3736362,7.4239707,,select back
15:23:06,243,-3.0414472,1.1089598,-3.0766506,2.7121816,-4.006547,7.75437,,select back
15:23:06,244,-3.0898764,1.0888249,-3.0121114,2.7121816,-4.006547,7.75437,,select back
15:23:06,245,-3.0898764,1.0888249,-3.0121114,3.0042741,-5.5819316,8.637831,,select back
15:23:06,246,-3.1006043,1.0264273,-3.028505,3.0042741,-5.5819316,8.637831,,select back
15:23:06,247,-3.1006043,1.0264273,-3.028505,2.740912,-5.0815434,8.62586,,select back
15:23:06,248,-3.1076338,1.0103542,-3.0406427,2.740912,-5.0815434,8.62586,,select back
15:23:06,249,-3.1076338,1.0103542,-3.0406427,2.0106804,-5.074361,8.685715,,select back
15:23:06,250,-3.109998,0.9754342,-3.0748281,2.0106804,-5.074361,8.685715,,select back
15:23:06,251,-3.109998,0.9754342,-3.0748281,1.5126866,-5.253926,8.604312,,select back
15:23:06,252,-3.105596,0.9493311,-3.1096883,1.5126866,-5.253926,8.604312,,select back
15:23:06,253,-3.105596,0.9493311,-3.1096883,1.2110171,-5.0336595,8.386439,,select back
15:23:06,254,-3.0989864,0.94086564,-3.1268663,1.2110171,-5.0336595,8.386439,,select back
15:23:06,255,-3.0989864,0.94086564,-3.1268663,0.021098902,-6.0655603,8.379257,,select back
15:23:06,256,-3.079427,0.9213707,3.127024,0.021098902,-6.0655603,8.379257,,select back
15:23:06,257,-3.079427,0.9213707,3.127024,-0.112976395,-5.8644476,8.075193,,select back
15:23:06,258,-3.0773065,0.9235425,3.120636,-0.112976395,-5.8644476,8.075193,,select back
15:23:06,259,-3.0773065,0.9235425,3.120636,-0.5175965,-5.8620534,7.876475,,select back
15:23:06,260,-3.1160872,0.90672874,3.1362953,-0.5175965,-5.8620534,7.876475,,select back
15:23:06,261,-3.1160872,0.90672874,3.1362953,-0.29254153,-5.87163,7.9195704,,select back
15:23:06,262,3.1385581,0.8994685,-3.1340654,-0.29254153,-5.87163,7.9195704,,select back
15:23:07,263,3.1385581,0.8994685,-3.1340654,-0.19916765,-5.9602156,7.8070426,,select back
15:23:07,264,3.0932276,0.89614624,-3.1083307,-0.19916765,-5.9602156,7.8070426,,select back
15:23:07,265,3.0932276,0.89614624,-3.1083307,-0.026785132,-5.9458504,7.4694605,,select back
15:23:07,266,3.0767395,0.89699847,-3.0965292,-0.026785132,-5.9458504,7.4694605,,select back
15:23:07,267,3.0767395,0.89699847,-3.0965292,0.27009588,-6.0559835,7.265953,,select back
15:23:07,268,3.0849037,0.89530945,-3.1005266,0.27009588,-6.0559835,7.265953,,select back
15:23:07,269,3.0849037,0.89530945,-3.1005266,-0.25184008,-6.2810383,7.512556,,select back
